detector,descriptor,img_id,ttc_camera,ttc_lidar,offset_t,offset_p,camera_time,lidar_time
SHITOMASI,ORB,0010,11.9262,18.0818,6.15553,0.41026,0.262144,32.768
SHITOMASI,ORB,0011,12.134,16.5097,4.37571,0.305527,0.262144,36.438
SHITOMASI,ORB,0012,10.5839,12.5438,1.95994,0.169489,0.131072,39.1905
SHITOMASI,ORB,0013,10.8152,9.66153,1.15363,0.112678,0.262144,39.7148
SHITOMASI,ORB,0014,11.5377,10.0954,1.44233,0.133344,0.262144,44.1713
SHITOMASI,ORB,0015,15.2765,9.53099,5.74547,0.463205,0.262144,41.1566
SHITOMASI,ORB,0016,15.6037,8.45407,7.14968,0.594374,0.262144,42.0741
SHITOMASI,ORB,0017,13.2598,9.55324,3.7066,0.324954,0.131072,40.6323
SHITOMASI,ORB,0018,12.4019,9.30116,3.10078,0.285745,0.131072,42.9916
SHITOMASI,FREAK,0001,13.5673,12.9722,0.59513,0.0448487,0.262144,42.3363
SHITOMASI,FREAK,0002,11.9777,12.6181,0.64039,0.0520731,0.262144,41.812
SHITOMASI,FREAK,0003,12.3524,13.0901,0.737648,0.0579855,0.131072,36.8312
SHITOMASI,FREAK,0004,14.0087,10.5159,3.49281,0.284841,0.131072,38.5352
SHITOMASI,FREAK,0005,13.1179,11.6834,1.43446,0.115676,0.262144,44.9577
SHITOMASI,FREAK,0006,12.548,14.3362,1.78821,0.13303,0.131072,42.2052
SHITOMASI,FREAK,0007,12.777,23.3809,10.6039,0.586536,0.131072,40.108
SHITOMASI,FREAK,0008,14.1137,21.8421,7.72839,0.429883,0.131072,37.6177
SHITOMASI,FREAK,0009,13.7319,13.7378,0.00580803,0.000422868,0.262144,37.3555
SHITOMASI,FREAK,0010,12.296,18.0818,5.78578,0.380922,0.131072,34.0787
SHITOMASI,FREAK,0011,12.3959,16.5097,4.11382,0.284638,0.131072,34.603
SHITOMASI,FREAK,0012,11.4624,12.5438,1.08141,0.0900942,0.262144,39.8459
SHITOMASI,FREAK,0013,11.9963,9.66153,2.33477,0.215605,0.262144,40.3702
SHITOMASI,FREAK,0014,12.3272,10.0954,2.23177,0.199065,0.262144,45.2198
SHITOMASI,FREAK,0015,8.90504,9.53099,0.62595,0.0679051,0.131072,42.0741
SHITOMASI,FREAK,0016,6.78489,8.45407,1.66918,0.219067,0.131072,42.0741
SHITOMASI,FREAK,0017,9.07439,9.55324,0.478847,0.0514126,0.131072,42.0741
SHITOMASI,FREAK,0018,10.7471,9.30116,1.4459,0.144242,0.131072,41.6809
SHITOMASI,SIFT,0001,14.3797,12.9722,1.40749,0.102918,0.131072,42.8605
SHITOMASI,SIFT,0002,12.1117,12.6181,0.506356,0.040951,0.131072,40.8945
SHITOMASI,SIFT,0003,10.9719,13.0901,2.11817,0.176059,0.262144,38.0109
SHITOMASI,SIFT,0004,12.249,10.5159,1.73306,0.152257,0.131072,38.6662
SHITOMASI,SIFT,0005,12.1352,11.6834,0.451787,0.0379357,0.393216,42.7295
SHITOMASI,SIFT,0006,-inf,14.3362,inf,-nan,0.131072,42.9916
SHITOMASI,SIFT,0007,-inf,23.3809,inf,-nan,0.262144,37.8798
SHITOMASI,SIFT,0008,12.0053,21.8421,9.83684,0.581247,0.131072,37.3555
SHITOMASI,SIFT,0009,11.2831,13.7378,2.45461,0.196205,0.262144,36.0448
SHITOMASI,SIFT,0010,11.7246,18.0818,6.35717,0.426565,0.524288,33.8166
SHITOMASI,SIFT,0011,12.1702,16.5097,4.33954,0.302619,0.262144,36.1759
SHITOMASI,SIFT,0012,11.2536,12.5438,1.29027,0.108438,0.262144,37.8798
SHITOMASI,SIFT,0013,10.324,9.66153,0.662439,0.0662919,0.262144,40.2391
SHITOMASI,SIFT,0014,11.1467,10.0954,1.05129,0.0989812,0.262144,45.482
SHITOMASI,SIFT,0015,12.1411,9.53099,2.61009,0.240872,0.131072,40.8945
SHITOMASI,SIFT,0016,11.9507,8.45407,3.49665,0.342728,0.262144,42.8605
SHITOMASI,SIFT,0017,10.8307,9.55324,1.27746,0.12534,0.262144,39.8459
SHITOMASI,SIFT,0018,9.95001,9.30116,0.648846,0.0674084,0.131072,41.1566
